author_id,average_rating,name,ratings_count,text_reviews_count,main_genre
141718,3.79,Nadia Nichols,104,14,General
7976803,4.27,Amy Quale,11,2,General
1111939,4.47,Borislav Pekic,3680,115,General
3220169,3.85,Wagner Homem,136,10,General
267429,3.88,Daniel Garber,5106,49,General
7339229,4.10,Haven Francis,567,134,General
714860,3.91,Jacques Suffel,22,2,General
14903705,3.79,Fiona  Davis,17618,2206,General
564511,3.18,Al Fasol,60,8,General
7566205,3.80,Ledra,83,48,General
3430180,4.31,Konstantin Simonov,507,16,General
4486707,3.87,Eliza Lloyd,1492,232,General
6642908,3.50,Diana Solomon,6,1,General
2983341,5.00,verbalskillz,2,2,General
4452439,3.88,Pilar Vazquez,288,25,General
7160259,4.14,Mike  Robbins,194,131,General
1039977,3.94,Luigi Amara,197,34,General
265405,3.77,Robert Priest,166,30,General
16880948,5.00,Jessica Riberi,1,2,General
2741991,3.91,Vincent Lauzon,22,5,General
6521293,4.47,Jasheem Wilson,698,84,General
9831120,4.38,Dan Fiore,66,10,General
872358,3.70,Gadis Arivia,189,16,General
7466412,4.19,Kris Powers,48,5,General
246155,3.69,Elizabeth Abbott,1199,169,General
5662057,4.23,Kim Hyun Hee,630,70,General
1702303,2.89,Ruslani,9,1,General
13935786,3.00,Evanille,1,1,General
4631558,5.00,Rosita Boisseau,2,1,General
6480138,3.71,Rokvels Kents,14,4,General
4529238,3.54,Mastura Abdullah,59,14,General
7151199,3.67,Adam Grandberg,3,2,General
3948807,4.10,Victor Shklovsky,1020,116,General
16277058,4.08,Lee  Harrington,1033,97,General
142235,3.55,Taj Mahal,44,10,General
472165,3.95,Andrew Losowsky,137,29,General
489063,3.81,Neel Burton,400,55,General
688179,3.68,Farzana Shaikh,187,19,General
13259838,3.61,Tinto Selvaggio,82,18,General
32444,4.09,Valerie Mason-John,91,11,General
4829145,3.23,Marc Verhaegen,462,5,General
3365717,3.83,Achim Buch,108,18,General
6973962,2.20,Olga Pavlova,5,1,General
550093,3.79,Carol J. Rothgeb,286,41,General
6937628,4.10,iO Tillett Wright,805,139,General
360124,4.12,Heather     Rose,1445,227,General
8201571,3.84,Elene K. Tsamadou,211,28,General
7259296,3.99,Kate O'Reilly,341,108,General
6424365,4.00,Ricardo Sousa,10,2,General
868511,3.55,Kelli Deeth,47,10,General
70554,3.54,Francois Craenhals,552,37,General
1095571,3.77,Heather Reyes,202,57,General
16680747,5.00,s`yd mHmd lsyby,2,1,General
30796,4.30,Hans Urs von Balthasar,3152,276,General
4795953,3.85,Tracey Mathias,55,7,General
205154,3.62,Christopher Berry-Dee,2605,228,General
8271050,2.85,Iris  Black,130,17,General
4076973,3.73,khyry Hmd,223,42,General
1848237,4.00,David Cranmer,307,69,General
14674026,3.23,Xel-Ha Lopez Mendez,13,6,General
13927448,2.50,Jose P. Serrato,6,3,General
7584061,4.56,Ruth Reid,36,9,General
99657,3.76,Judith Fetterley,124,14,General
612507,3.74,James Knapp,1191,287,General
3050075,4.09,Basiles Papabasileiou,43,5,General
14788920,4.63,P.M. Hernandez,41,28,General
7797115,3.50,Dorian Greyhound,10,5,General
14737140,3.00,mHmd GlmrDyy,3,1,General
3105671,3.87,Charles Pellegrino,3871,556,General
5131942,3.92,fwd Sdqyn,12,1,General
7415855,4.14,Maggie Jaimeson,143,85,General
432658,4.37,Fred Moten,579,61,General
7012739,4.26,Daniel  Taylor,293,29,General
7519261,3.77,Yahweh's Restoration Ministry,109,13,General
97223,3.99,Fintan O'Toole,679,78,General
4877384,2.67,A. Koszul,3,2,General
2115855,4.10,Lori Bell,141,20,General
4514867,4.31,Cynthia Austin,99,61,General
58543,3.69,Jeremy Seabrook,186,26,General
7183897,4.50,Randa L. Zollinger,4,3,General
511107,3.40,Christine Eickelman,5,1,General
6976353,4.07,Edward P. Cardillo,165,30,General
1739591,4.03,Snooks & Co.,33,5,General
1384439,3.55,hnynG mnkl,104,19,General
2853530,4.00,myry dlnsh,7,1,General
3110785,3.99,Nikolai Tellalov,862,103,General
33077,3.81,Ken Hills,21,4,General
7211773,4.36,Tom Reinhart,91,36,General
7171206,3.72,J. Edward Paul,39,11,General
887315,3.71,Kelly Green,219,81,General
219328,3.87,Drucilla Cornell,251,26,General
13778873,4.48,Peggy Trotter,97,31,General
1176380,3.57,Nathan N. Prefer,47,5,General
10781369,4.50,Charlotte Hains,18,15,General
205984,3.82,Brian Fies,1344,176,General
3172750,2.67,Matt Kirkby,3,1,General
5784112,3.87,Kristiina Wallin,68,8,General
3337260,4.84,Pamela Swyers,31,2,General
853553,3.52,Rafal A. Ziemkiewicz,1956,53,General
15420587,3.75,Violette Vernier,4,4,General
1029613,4.30,Tim Kompas,252,45,General
3906470,3.95,Stewart Cubley,148,17,General
1914996,3.83,Alex Perry,374,62,General
3942435,3.78,Linda Glass Fechter,67,12,General
1594789,3.12,Derek Yetman,8,4,General
3378766,4.25,Clare Summerskill,8,4,General
332966,3.88,Graeme Gibson,597,83,General
4847949,3.79,Jeff Calhoun,19,1,General
5353451,3.62,Helena Cesar,13,1,General
13460474,5.00,Peg Cheng,2,1,General
6277776,2.00,Bhatupe Mhango,1,1,General
15254487,3.73,Elliot Wake,11812,2376,General
1400299,3.67,Steve Milloy,116,30,General
38876,3.73,Penny Boumelha,2268,167,General
2048618,3.00,Dixie Partridge,3,3,General
6571170,3.75,Grant Boshoff,237,64,General
99270,4.00,Paul Hamill,31,3,General
514247,3.71,Jana Frey,1880,71,General
5445830,4.12,Amanda R. Browning,608,101,General
3040189,3.79,Meghan Shinn,38,9,General
1823051,3.58,Lisa Andel,341,25,General
2899242,3.70,Ursula C. Sturm,420,48,General
661027,4.08,Marianne Thamm,530,71,General
696185,4.06,Yuki Kure,15325,301,General
4475831,4.27,Nicholas Frankel,1111,117,General
255179,4.34,Jayne Cortez,131,11,General
17281326,4.02,Nicolas  Olivier Pujol,64,9,General
513299,3.86,Evelyne Reberg,204,8,General
263082,3.69,Marguerite Sechehaye,420,49,General
7244118,3.67,mHmd zr`,6,1,General
1107861,3.12,David Bajo,339,96,General
222439,3.69,Anne Donovan,1794,256,General
8148800,4.41,Trevor Halliday,22,11,General
4436641,4.33,'Hmd lmrzwqy,1365,268,General
5281359,3.64,Anna Busquets,11,2,General
15186080,3.64,Phyllis Ohanian,22,4,General
10801227,4.17,Martina Vacheva,18,5,General
242799,3.78,Douglas Orgill,156,19,General
2091068,3.90,Irene Sandell,52,14,General
6461058,3.50,Svetlana Adonyeva,8,2,General
1108344,4.13,Mark Anthony Rolo,60,12,General
237593,3.86,Helen  Armstrong,14,3,General
8243419,4.33,Ian Webster,12,5,General
7716164,2.00,Mr V,1,1,General
4769690,3.93,Francesco Sircana,43,11,General
444954,4.38,J.A. Rogers,1663,79,General
652859,3.84,Emerald,1204,190,General
16040867,4.00,John F. Simon Jr.,5,2,General
8295574,4.19,Susan Correll Foy,36,9,General
5622154,4.02,David Thomas Moore,324,77,General
2934617,3.80,Ormonde de Kay Jr.,61,10,General
16360452,4.00,J.TRAPP,6,1,General
296788,3.75,Doris Miles Disney,398,62,General
767855,3.60,B. Borssuck,5,2,General
572036,4.18,Soledad Lacson-Locsin,3916,114,General
48224,3.85,Javier Reverte,1309,152,General
7369425,4.11,Joel Horn,134,41,General
122964,3.78,David Cottrell,2231,278,General
434980,3.86,Stephen Belcher,85,10,General
858671,3.70,Paul M. Franklin,152,12,General
309356,3.94,Alison Brackenbury,33,5,General
68541,3.39,Garry O'Connor,135,30,General
440749,3.46,Jeff Barr,68,13,General
5278438,3.68,Jolyn Palliata,2352,343,General
5779274,4.32,Orestes Manousos,105,7,General
2777000,3.65,Sote Triantaphullou,3512,221,General
7174763,3.50,Nick Toren,4,1,General
3421398,3.64,Susana Vallejo,700,169,General
17202617,3.56,Fabulas de Albion,39,18,General
266523,3.55,Suzanne Ferrara,11,2,General
533493,3.79,Julian Bennett,38,5,General
1200917,3.36,Alessandro Defilippi,286,33,General
6432323,3.00,Isaiah Weatherspoon,8,4,General
106654,3.87,Celeste Brash,752,44,General
7459168,4.38,Amber Cavalier Spiler,21,13,General
11760,3.56,Russell Davis,1422,170,General
6158874,3.71,John H. Hanzl,7,2,General
28790,4.07,Michael Tobias,437,69,General
19499,3.14,Phil Hellmuth,1277,53,General
100789,4.01,Larry Schweikart,3840,398,General
318700,3.47,L.A. Stamford,79,13,General
13986918,3.74,Shi Tian Yi Liang,110,11,General
5616676,4.33,Ani Burova,3,1,General
9819383,4.80,Maria Martinez Jimeno,5,2,General
166582,3.99,Christopher Morris,538,42,General
7875308,2.93,Farha Jalila,58,15,General
1430575,3.14,Jose Luis Correa,105,11,General
219401,4.00,Richard Woodward,5,2,General
4932524,3.83,M.S. Corley,544,111,General
1083565,3.48,Joe Orsak,21,4,General
5616325,3.25,Kelly  Fitzpatrick,87,11,General
14551035,4.62,Cleo Kelly,8,6,General
14730885,4.10,David  Grove,176,9,General
6617646,3.44,Oran Burke,39,25,General
7148211,4.75,Ogyen Trinley,4,1,General
749856,3.85,John J. Stephens,157,15,General
5451388,4.35,Allison D. Reid,48,21,General
16041804,3.25,Arin Fong,12,2,General
15711302,3.00,"Marc Weissbluth, MD",2,2,General
345196,3.39,John Hardman,74,11,General
889,3.67,Phaedrus,178,16,General
442524,4.24,Lawrence Booth,287,24,General
5450659,3.90,Harrap's Publishing,31,5,General
7324984,3.58,Nolan Radke,97,7,General
1052402,2.00,Anne Koark,2,1,General
5012232,4.56,Nathan Marchand,18,3,General
5438837,4.26,M.K. McClintock,809,231,General
1216767,3.47,Kira Henehan,191,56,General
308423,3.75,Robert Aunger,396,28,General
185914,3.45,Catherine Deneuve,125,22,General
651340,3.66,Timothy J. Anderson,96,26,General
7617636,4.00,P.S. Hope,2,2,General
138071,4.06,Kerry Max Cook,268,29,General
6557328,3.77,Vladimira Becic,275,57,General
321127,4.03,Gregory J.W. Urwin,110,14,General
9820623,3.79,Chris Stoesen,57,15,General
9378,3.69,Margaret Shepherd,1115,165,General
7361024,3.00,jwzf nSr llh,1,2,General
13909981,3.73,Rooney Buchemi,163,34,General
358766,3.67,Tony Lambrianou,124,8,General
13923279,3.53,Melissa  Bailey,166,69,General
8268937,4.20,Rick Tetzeli,9813,655,General
15721351,3.62,Slavo Mlady,24,9,General
15294276,3.74,Gillian Burke,43,18,General
11620419,3.66,my `Sm,310,96,General
12995142,3.66,Anna Waterhouse,3664,689,General
14160541,3.85,Dana Arnim,34,16,General
7056748,3.71,MaryAnn Kempher,411,108,General
2063587,4.25,Lucy Kimbell,32,3,General
3941953,3.69,(null) Cast,16,4,General
83682,4.01,Dale Spender,310,34,General
344597,4.00,James Skofield,2326,160,General
896587,3.71,Anne O'Connell,1498,111,General
2760292,3.44,Imam Robandi,9,5,General
783478,3.75,John James Peereboom,12,3,General
8338618,2.75,Lopita Bhakta,312,43,General
2919468,3.68,Fiona Wilde,204,87,General
3271990,3.90,Thomas LaRock,41,7,General
4956997,3.93,Brendan Mathews,1585,242,General
26601,4.34,Willy Lindwer,15495,136,General
8415866,3.89,"Wakefield, Dan",44,9,General
3070499,3.92,Keoni Teta,447,46,General
1698814,3.47,Mitsuko Maeda-Nye,15,2,General
152786,4.08,Tom Porter,114,5,General
4548662,4.12,RanDee RedWillow,16,4,General
6341768,4.14,Constantin M. Popa,7,1,General
2905916,3.44,Fran Cusworth,139,29,General
3506899,4.10,Ren Adams,29,18,General
5402971,4.48,VaneCaos,97,27,General
15801370,4.08,'Hmd  `thmn,145,41,General
8163107,3.98,Adam  Copeland,1105,71,General
81750,3.39,Nicole Ball,231,37,General
250223,3.63,Ernst van Altena,156,14,General
793210,4.26,Thomas Fall,34,7,General
1993866,4.20,B. Jensen,5,1,General
3997922,3.40,Tony Manera,50,23,General
16389923,4.43,Jesse Lindberg,7,6,General
8276645,4.18,Joe Friesen,166,29,General
651471,4.04,Ken Stark,145,31,General
1127673,3.54,Yoann Guillo,85,6,General
3147695,3.80,Maria Stewart,10,2,General
12400530,4.38,Veronique Molenat,8,1,General
5200250,3.86,Amy Laurens,314,69,General
3871069,3.86,Seabury Books,36,5,General
14705647,4.91,Yosbe Design,22,14,General
13492,3.75,Brian Halweil,128,14,General
15112750,5.00,Nicole Hackett,1,1,General
204933,4.06,Sorita D'este,1830,149,General
15048780,5.00,Carmen Tufariu,1,1,General
16484703,4.40,Scott Delaney,5,3,General
1603635,4.42,Eric Friedler,26,3,General
454459,3.77,Thomas Dring,13,3,General
24186,4.05,Haddon W. Robinson,2330,108,General
2732848,3.46,O. Solihin,210,22,General
584354,3.98,Marta Fabrega,171,45,General
6028894,4.13,H. Albertus Boli,15,3,General
174781,3.61,Pauline Fisk,530,70,General
5566176,4.13,Papercutz,38,4,General
6457183,3.98,Laura Palese,66,7,General
6939085,4.06,Danuse Navratilova,67,11,General
116985,4.05,Joy Davidson,2808,146,General
370306,3.95,Joachim Jeremias,257,41,General
1376831,4.55,Victoria Kay Lieffring,40,16,General
3091854,3.79,Wace,139,11,General
15064258,3.00,Horance Kephart,3,1,General
129972,3.85,Marilee G. Adams,1038,130,General
114260,3.99,John Chapman,252,40,General
171626,3.66,Doris Pitkin Buck,108,22,General
6908614,3.86,Lisa Scandrette,181,31,General
2510599,3.00,"Ilyas, Yohanisoen",4,2,General
2692080,3.26,Jamaica Layne,157,42,General
8521742,4.23,Tonya Coffey,64,57,General
7662424,4.29,John N. Findlay,7,1,General
3463839,5.00,Edicao Pastoral,2,2,General
792283,3.76,Cathryn J. Prince,190,70,General
6428028,3.85,Jennifer  McGowan,3648,483,General
3516093,3.66,Rumi Sato,180,37,General
544248,3.00,Don Kimball,6,2,General
47252,4.49,Don Ferguson,21981,127,General
5660379,3.87,Rebecca Chastain,2893,446,General
990474,4.11,John P. Briggs,542,55,General
5385700,4.45,Shane B. Lillis,74,2,General
4839311,4.26,Linda Nightingale,85,60,General
2629896,3.72,Harry Dolan,7938,1415,General
14159520,5.00,J.P. Roff,1,1,General
16212317,4.50,Tatiana Ramos,6,6,General
5552759,4.11,Hardy Kruger,35,7,General
6557795,4.42,Andrea Saga,330,129,General
45913,4.16,Howard G. Hendricks,1631,122,General
6293,4.34,Peter J. Reed,28014,230,General
14982824,5.00,Sir Jackie Stewart OBE,1,2,General
4392608,3.42,Iulia Bodnari,53,8,General
5448385,4.90,Angelle Scott,21,4,General
13983958,3.70,Gracie X,66,24,General
8508685,4.03,Gibson Michaels,152,14,General
16462872,3.83,Christian Martins,130,18,General
4949072,3.47,Jay Mazza,17,2,General
15856916,3.88,Nagoya Shiga,8,1,General
9290669,4.26,Taya Kyle,3266,397,General
1021931,3.89,J. Jefferson Reid,19,4,General
12882413,2.86,Jared Hansen,7,1,General
5823478,4.07,Blue Flute,117,39,General
13622835,4.00,Grimm's Complete Fairy Tales,5,3,General
7707548,4.05,Hawthorne Publishers,254,45,General
6202631,5.00,Rosemary Davey,1,1,General
1330405,4.02,Bruno Concina,57,3,General
5850722,3.64,Tonya Pines,163,19,General
3452501,3.50,Sindee Lynn,199,20,General
253443,3.56,Robert Wheeler,16,3,General
908729,3.32,Alfred Bekker,492,30,General
8187872,4.10,Dzhim Tomps'n,10,2,General
2907839,3.33,Raul Argemi,80,13,General
166165,3.71,Jerry Scutts,266,14,General
6581812,3.72,Zonan Villa,39,11,General
13901494,3.50,Khultumtaib,14,8,General
26860,3.88,Shay Youngblood,1250,143,General
1089552,3.94,Susan Levine,90,10,General
1254008,3.60,Lisa Flather,85,19,General
2768010,3.69,Isham bin Muhammad asy-Syarif,13,3,General
5335068,4.26,Petru Iamandi,125,11,General
9028343,3.53,Ian Corey,99,12,General
15285565,3.60,S.J. Epps,5,3,General
891552,4.27,Art Friedman,462,51,General
5822380,4.45,Anushree Nande,11,4,General
240381,3.75,Tammy Powley,255,18,General
4803187,3.86,Saori Oguri,161,23,General
484086,4.20,Brian Dorsey,10,4,General
4520163,3.19,mh Hsn,196,44,General
217759,3.52,Elisa Albert,5803,1006,General
2941486,4.06,Stephanie Osborn,670,74,General
7893547,4.03,Zsu Dever,87,8,General
5407274,4.34,Michael J.  Maher,1071,126,General
5046410,4.16,June George,228,22,General
355694,3.58,Helen Argers,65,10,General
319993,4.08,Graham Farmelo,3852,241,General
13574687,3.80,Talya Rubin,10,4,General
349910,3.66,Albert Jacquard,281,23,General
520867,3.77,Eve D'Ambra,61,5,General
13681768,2.55,Daniela de Luna,11,4,General
16819241,4.00,Helju Rebane,5,4,General
85761,3.78,Peter J. Heck,8149,304,General
13496783,3.25,L. Kirk,111,18,General
3059577,3.77,Michele Barrow-Belisle,665,106,General
979431,3.75,TIM REDAKSI VITA MIND,4,2,General
666771,4.08,Paul Petzoldt,26,8,General
45095,4.11,Chris Widener,1987,223,General
6456015,3.54,Magnus Flyte,11587,1778,General
409751,4.08,Elvio E. Gandolfo,3499,271,General
6996718,3.71,Ladislav Vaclavik,48,16,General
4372734,3.45,Jenny Hubbard,6310,1190,General
24383,3.51,Vicki Rozema,118,12,General
4108672,4.12,Shazzbaa,25,7,General
5829199,4.00,Andras Hangya,8,1,General
8392839,4.35,Danielle Fine,51,15,General
5771064,4.17,Gaelle Guerive,6,7,General
7280628,3.52,Jackie Uhrmacher,21,9,General
933045,4.12,Kate McCarthy,112,7,General
2968866,4.20,Jacob. A. Taylor,5,2,General
63182,3.91,Laurence Steinberg,725,101,General
142387,3.89,John Noble Wilford,446,44,General
6559932,4.73,Danielle Tremblay,51,31,General
5759417,3.36,Noel Baca Castex,1357,116,General
16614580,4.16,Amy   Marie,37,12,General
11211265,4.50,Logan Shearer,4,2,General
14426744,4.12,Ben Mendelewicz,16,1,General
131055,4.20,Stan Allen,115,8,General
6428004,3.59,Daniel Butler,357,50,General
1931864,3.33,Violet M. Methley,15,4,General
1396578,4.28,Marie Lecrivain,25,3,General
520463,3.92,Matthew Hyde,48,22,General
493562,4.13,Alexander Skidan,31,5,General
6065750,5.00,Thomas W. Atzberger,1,1,General
14223164,4.03,Robyn Bennis,452,140,General
1312870,3.96,John S. Drew,134,9,General
7536452,4.79,Robin Wiesneth,28,12,General
292526,3.78,Julie Cochrane,6544,104,General
4478589,2.50,Yudi Kravzov,6,2,General
8563285,4.42,pianoforeplay,12,2,General
3956535,3.60,Thomas Scott Mckenzie,158,29,General
4960347,3.88,Tiffany Lovering,164,32,General
696097,3.47,Arthur Martine,45,3,General
7007715,3.93,Eric O. Scott,15,5,General
5415305,3.95,Maulana Faris,251,42,General
144738,3.77,Maude Barlow,709,101,General
6994217,3.80,`bd lHmyd lHsn,95,22,General
17034052,4.75,Shar Barratt,4,2,General
5759680,4.00,mHmdHsyn flHzdh,32,3,General
79052,3.72,Chip Hughes,2061,228,General
7088845,4.11,'A'ishah Al-Ba'uniyyah,19,5,General
3199966,3.47,mHmdrD j`fry,60,5,General
6047133,3.90,Carol J. Loomis,1275,102,General
5834172,3.07,ywns bn `mr@,883,281,General
3384588,3.65,Nonier,1371,209,General
7223375,4.60,Dan Weidman,5,2,General
3104896,3.79,D.E. Wittkower,336,42,General
4891545,3.25,gy'wrg zysln,4,2,General
5628,4.21,Vinay Kumar,1869,92,General
414869,3.93,Hal Malchow,119,29,General
159532,4.65,Donald W. Burdick,161,19,General
2873264,4.33,A.H. Telfer,3,2,General
141541,3.87,Edward Marshall,1246,165,General
3348538,3.96,`lykhbr `lyzdh,102,13,General
19484,3.22,Antoine van Agtmael,125,17,General
4144188,3.82,Egor Radov,11,1,General
491232,3.83,James D. Sexton,60,4,General
16256412,3.33,Okke Nurtama,9,3,General
4701873,4.02,Stephen Kellogg,42,6,General
7350629,4.00,Josh Qualtieri,1,1,General
15010867,4.00,Hsyn slmny,1,1,General
452663,3.75,Elizabeth Henderson,142,29,General
253757,3.91,Jon Kolko,563,70,General
838043,3.75,Vicente Garcia Groyon,159,22,General
6919825,4.32,Jennifer Roberts-Hall,1558,203,General
7008584,3.87,Jacquelyn Dodd,62,3,General
328067,3.96,Paul Oskar Kristeller,231,22,General
6525766,4.00,Shana Thornton,28,8,General
5167426,4.19,Kaie Golson,248,18,General
2909355,3.91,Lynn Michals,1708,17,General
14709026,3.67,William H May,3,3,General
7684007,4.50,Jerry Hammack,2,2,General
7111686,3.19,Kim  Savage,2303,639,General
5617459,3.82,Unknown Author 619,22,4,General
2315775,3.98,Norma E. Cantu,463,34,General
14556963,4.57,MaryJane Capps,14,9,General
523657,3.80,Roma Tearne,2140,300,General
14664915,4.40,Bruce C Hafen,20,6,General
9814567,4.33,Rafael Peroni,3,3,General
14755716,4.56,Jennifer Rose McMahon,115,69,General
626525,4.00,Toshi Yoshida,19,3,General
5825318,4.50,Adrian A. Gerbrands,2,1,General
13560002,4.26,Lilith K. Duat,27,26,General
3515377,3.58,Ginny Glass,525,123,General
4078288,3.15,Bernie Mcgill,1508,308,General
3505109,3.42,Artful Doodlers (uk),36,3,General
13592900,4.37,Amanda Tero,369,269,General
1255792,4.14,Erica Brown,225,59,General
3922576,4.03,World-Famous San Diego Zoo Staff,34,5,General
3997,3.70,Thomas Maier,2588,349,General
8188102,4.90,Iris De Anda,10,3,General
2997813,5.00,Shanaya B. Fastje,1,2,General
2333528,3.35,C.J.S. Hayward,23,4,General
159814,4.08,Dianne Dumanoski,685,83,General
7264912,4.22,Nick  Richards,36,22,General
7153273,4.07,Naina Kamal,15,2,General
17022706,4.43,Katherine Elizabeth Clark,21,16,General
507157,3.64,Deanna Favre,475,97,General
269922,3.95,Sparky Lyle,1246,50,General
765899,3.42,Darrell Bricker,245,46,General
14554052,3.96,The Fictitious Five,23,15,General
14199977,4.00,Helmi Schausberger,9,6,General
3397180,3.61,Kathleen S.W.,620,121,General
30594,3.50,Hiram Bingham,717,93,General
15292432,3.50,Umit Guclu,4,3,General
363984,3.96,Michel Laclotte,116,14,General
16015269,5.00,Douglas C McChristian,1,1,General
16722036,4.27,Dan  Rooney,22,3,General
1880579,3.78,Lawrence Fisher,23,13,General
14766729,5.00,Carleen Jamison,3,2,General
4057936,4.26,Toni Nelson,50,31,General
5828267,4.50,Daniel Gardina,4,1,General
121390,4.00,Barbara Cooper,291,33,General
7091171,3.78,Julianna W. Miner,1707,171,General
15943462,4.47,B.B. Miller,156,50,General
1375756,3.36,Flavio Soriga,317,32,General
2997468,4.10,Annalisa Daughety,1844,321,General
2754701,3.77,Philippe Cardona,124,20,General
5263927,3.09,Antoinette,22,9,General
393936,4.09,Caroline Frances Eleanor Spurgeon,64,9,General
232685,3.69,Geraldine Heng,26,2,General
6592270,3.93,Mark Bertolini,57,6,General
4541835,5.00,Kaname Okitsu,1,1,General
5729811,4.17,Lauren Woodard,6,1,General
102613,4.07,Carroll B. Johnson,85,5,General
7125140,4.12,Tim Jore,8,3,General
1373391,3.99,Krisztian Grecso,558,40,General
7095890,3.71,Katarina Kaila,188,14,General
232912,3.59,Jane Sarnoff,22,5,General
6121369,3.87,Gene Frazer,23,5,General
267735,3.75,Suzanne Romaine,248,29,General
57805,3.51,Peter Spiegelman,4642,707,General
9831367,4.00,Mike   Scott,1,1,General
3175921,4.00,Amanda Tieman,16,4,General
7979880,3.97,Kimberly Forrest,722,65,General
761234,3.21,Rafeeq Ur Rehman,14,1,General
1152177,4.20,Ernest Cruikshank,5,1,General
13142722,3.70,Lonardo Manco,164,30,General
5725203,3.87,Tomas Havlik,307,34,General
6420427,3.49,Ben Zhuang rie,249,16,General
266407,3.73,Grazia Valci,11,3,General
6768654,2.88,Samantha Kay,60,20,General
181862,4.00,Allan S. Hoffman,31,1,General
8197016,4.17,Daniel   Carpenter,23,4,General
15282346,3.79,Sara Blaedel,39,9,General
7170071,4.00,Ted Brusaw,2,1,General
2576350,3.48,S.G. Ganesh,92,8,General
4309,3.16,Kelly Harte,347,33,General
15648839,4.22,Kim Schultz,40,8,General
650298,4.04,vyNkttesh maaddguulkr [Vyankatesh Madgulkar],1414,50,General
745361,4.80,Larry E. Coleman,10,3,General
3247197,3.72,Dave Harfield,36,8,General
12877385,0.0,Perthes,0,1,General
6557044,3.83,Mikko Sarela,6,2,General
207507,3.33,Guillermo A. Sherwell,52,7,General
4051041,4.06,Una Vincenzo Troubridge,33,7,General
7504981,5.00,Paul F. Yeulett,1,1,General
16728346,3.20,Cinzia Nazzareno,5,2,General
193610,3.78,Tricia Suellentrop,108,19,General
8471576,3.44,Jose Ignacio de Arana,25,6,General
129669,3.81,Roxanne Klein,176,13,General
444060,4.07,Tim Biskup,185,16,General
2919182,3.76,Megan Whitmarsh,67,7,General
822514,3.83,Larry Allan,12,4,General
3101940,4.68,Neal Casal,81,11,General
4658172,3.53,Emily Hainsworth,2635,505,General
8158024,4.32,Zuzana Venglikova,31,16,General
5816608,4.35,Ol'ga Pavolga,77,4,General
1310217,3.37,Peter Kielland,49,5,General
7815378,4.17,Kendra Leah Fuller,6,3,General
6704799,3.88,Lindsay Woolman,24,2,General
2989289,5.00,Sturt Krygsman,1,1,General
164797,3.18,Brian Vickers,1394,78,General
84621,4.35,Daniel De Bruycker,49,7,General
13782115,4.75,Nathanael Myers,4,1,General
12275517,0.0,Athenagoras Athens,0,1,General
15347709,4.21,Noa C Walker,271,17,General
14912132,4.50,ywsf lklWm,2,1,General
6421635,4.12,Vidas Poskus,8,2,General
42170,3.90,Vladimir Voinovich,3640,225,General
2352048,3.63,Ellen Sowchek,730,22,General
6167075,3.83,Patsy Baudoin,158,27,General
14419170,4.88,Sureshika Piyasena,16,3,General
7234894,4.29,Dallas Adams,7,3,General
5124558,4.09,Svetoslav Nikolov,98,21,General
6869696,4.13,Roberta Capizzi,194,107,General
2759306,2.79,Dave Franklin,192,99,General
7413519,3.66,Stephen G.  Michaud,47,2,General
683769,4.00,Charles E. Hambrick-Stowe,30,5,General
5359052,3.68,Jorge E. Rodriguez,155,34,General
1029364,3.72,Carlos Lopez,283,29,General
512741,3.55,Kenneth Poolman,58,10,General
14611583,4.39,John David Bethel,31,24,General
6558050,4.31,Kristene Perron,189,58,General
2858595,3.64,Polly Lee,379,145,General
8266433,4.09,Zak Ebrahim,2346,391,General
7113547,3.95,Lorenzo Marone,984,226,General
476376,3.56,Louise de Vilmorin,163,22,General
4448826,4.36,Douglas A. Jacoby,66,12,General
9868419,3.00,Yue Guo,1,1,General
3448670,3.80,Kristina McGowan,276,35,General
6994379,4.20,Kevin Kwok,303,15,General
13310,4.11,Jake Eberts,57,3,General
468040,3.72,Paul VanDevelder,67,17,General
2158815,3.68,Antonio Ferrara,156,26,General
196341,3.83,Richard Gill,160,17,General
533900,3.54,J. Stephen Lansing,113,9,General
7261006,4.10,Bonnie Doran,31,17,General
139368,3.85,Leonard Felder,213,40,General
14930739,4.76,Nadia Drake,17,5,General
690084,3.93,Tony Britton,692,44,General
135810,3.78,Jim Becker,100,14,General
386190,4.03,Rosemary Clark,118,5,General
1180850,3.90,Jung Mo Sung,21,2,General
331509,3.98,Carolyn Godschild Miller,46,9,General
7804786,3.80,Sangeeta Bhadra,168,49,General
6482149,4.00,B. Doyle Mitchell Jr.,1,1,General
333883,4.25,Peter Wilkes,12,4,General
4991155,3.52,Tamara Mellon,705,110,General
292996,3.87,Kirk Byron Jones,149,26,General
464290,3.73,Linda Booth Sweeney,318,56,General
699745,3.59,Valerie Babb,22,4,General
8511575,3.38,Victor Hussenot,272,76,General
16408466,4.33,Amy  Lynn,12,6,General
1644433,3.67,Charlotte Hoffmann,43,5,General
5297299,3.48,Diego Zuniga,499,63,General
813838,3.49,Marjorie Quennell,65,12,General
2110837,3.38,Pete Kennedy,13,5,General
278725,4.25,Massetti,4,1,General
4563479,4.07,Tabitha Rayne,547,188,General
14555464,4.20,Elise King,76,36,General
14070690,4.29,DeWayne Twitchell,7,2,General
14827967,3.90,Garitt Rocha,93,10,General
7093768,2.90,Machie Umematsu,39,2,General
