author_id,average_rating,name,ratings_count,text_reviews_count
14674026,3.23,Xel-Ha Lopez Mendez,13,6
13927448,2.50,Jose P. Serrato,6,3
7584061,4.56,Ruth Reid,36,9
99657,3.76,Judith Fetterley,124,14
612507,3.74,James Knapp,1191,287
3050075,4.09,Basiles Papabasileiou,43,5
14788920,4.63,P.M. Hernandez,41,28
7797115,3.50,Dorian Greyhound,10,5
14737140,3.00,mHmd GlmrDyy,3,1
3105671,3.87,Charles Pellegrino,3871,556
5131942,3.92,fwd Sdqyn,12,1
7415855,4.14,Maggie Jaimeson,143,85
432658,4.37,Fred Moten,579,61
7012739,4.26,Daniel  Taylor,293,29
7519261,3.77,Yahweh's Restoration Ministry,109,13
97223,3.99,Fintan O'Toole,679,78
4877384,2.67,A. Koszul,3,2
2115855,4.10,Lori Bell,141,20
4514867,4.31,Cynthia Austin,99,61
58543,3.69,Jeremy Seabrook,186,26
7183897,4.50,Randa L. Zollinger,4,3
511107,3.40,Christine Eickelman,5,1
6976353,4.07,Edward P. Cardillo,165,30
1739591,4.03,Snooks & Co.,33,5
1384439,3.55,hnynG mnkl,104,19
2853530,4.00,myry dlnsh,7,1
3110785,3.99,Nikolai Tellalov,862,103
33077,3.81,Ken Hills,21,4
7211773,4.36,Tom Reinhart,91,36
7171206,3.72,J. Edward Paul,39,11
887315,3.71,Kelly Green,219,81
219328,3.87,Drucilla Cornell,251,26
13778873,4.48,Peggy Trotter,97,31
1176380,3.57,Nathan N. Prefer,47,5
10781369,4.50,Charlotte Hains,18,15
205984,3.82,Brian Fies,1344,176
3172750,2.67,Matt Kirkby,3,1
5784112,3.87,Kristiina Wallin,68,8
3337260,4.84,Pamela Swyers,31,2
853553,3.52,Rafal A. Ziemkiewicz,1956,53
15420587,3.75,Violette Vernier,4,4
1029613,4.30,Tim Kompas,252,45
3906470,3.95,Stewart Cubley,148,17
1914996,3.83,Alex Perry,374,62
3942435,3.78,Linda Glass Fechter,67,12
1594789,3.12,Derek Yetman,8,4
3378766,4.25,Clare Summerskill,8,4
332966,3.88,Graeme Gibson,597,83
4847949,3.79,Jeff Calhoun,19,1
5353451,3.62,Helena Cesar,13,1
13460474,5.00,Peg Cheng,2,1
6277776,2.00,Bhatupe Mhango,1,1
15254487,3.73,Elliot Wake,11812,2376
1400299,3.67,Steve Milloy,116,30
38876,3.73,Penny Boumelha,2268,167
2048618,3.00,Dixie Partridge,3,3
6571170,3.75,Grant Boshoff,237,64
99270,4.00,Paul Hamill,31,3
514247,3.71,Jana Frey,1880,71
5445830,4.12,Amanda R. Browning,608,101
3040189,3.79,Meghan Shinn,38,9
1823051,3.58,Lisa Andel,341,25
2899242,3.70,Ursula C. Sturm,420,48
661027,4.08,Marianne Thamm,530,71
696185,4.06,Yuki Kure,15325,301
4475831,4.27,Nicholas Frankel,1111,117
255179,4.34,Jayne Cortez,131,11
17281326,4.02,Nicolas  Olivier Pujol,64,9
513299,3.86,Evelyne Reberg,204,8
263082,3.69,Marguerite Sechehaye,420,49
7244118,3.67,mHmd zr`,6,1
1107861,3.12,David Bajo,339,96
222439,3.69,Anne Donovan,1794,256
8148800,4.41,Trevor Halliday,22,11
4436641,4.33,'Hmd lmrzwqy,1365,268
5281359,3.64,Anna Busquets,11,2
15186080,3.64,Phyllis Ohanian,22,4
10801227,4.17,Martina Vacheva,18,5
242799,3.78,Douglas Orgill,156,19
2091068,3.90,Irene Sandell,52,14
6461058,3.50,Svetlana Adonyeva,8,2
1108344,4.13,Mark Anthony Rolo,60,12
237593,3.86,Helen  Armstrong,14,3
8243419,4.33,Ian Webster,12,5
7716164,2.00,Mr V,1,1
4769690,3.93,Francesco Sircana,43,11
444954,4.38,J.A. Rogers,1663,79
652859,3.84,Emerald,1204,190
16040867,4.00,John F. Simon Jr.,5,2
8295574,4.19,Susan Correll Foy,36,9
5622154,4.02,David Thomas Moore,324,77
2934617,3.80,Ormonde de Kay Jr.,61,10
16360452,4.00,J.TRAPP,6,1
296788,3.75,Doris Miles Disney,398,62
767855,3.60,B. Borssuck,5,2
572036,4.18,Soledad Lacson-Locsin,3916,114
48224,3.85,Javier Reverte,1309,152
7369425,4.11,Joel Horn,134,41
122964,3.78,David Cottrell,2231,278
434980,3.86,Stephen Belcher,85,10
858671,3.70,Paul M. Franklin,152,12
309356,3.94,Alison Brackenbury,33,5
68541,3.39,Garry O'Connor,135,30
440749,3.46,Jeff Barr,68,13
5278438,3.68,Jolyn Palliata,2352,343
5779274,4.32,Orestes Manousos,105,7
2777000,3.65,Sote Triantaphullou,3512,221
7174763,3.50,Nick Toren,4,1
3421398,3.64,Susana Vallejo,700,169
17202617,3.56,Fabulas de Albion,39,18
266523,3.55,Suzanne Ferrara,11,2
533493,3.79,Julian Bennett,38,5
1200917,3.36,Alessandro Defilippi,286,33
6432323,3.00,Isaiah Weatherspoon,8,4
106654,3.87,Celeste Brash,752,44
7459168,4.38,Amber Cavalier Spiler,21,13
11760,3.56,Russell Davis,1422,170
6158874,3.71,John H. Hanzl,7,2
28790,4.07,Michael Tobias,437,69
19499,3.14,Phil Hellmuth,1277,53
100789,4.01,Larry Schweikart,3840,398
318700,3.47,L.A. Stamford,79,13
13986918,3.74,Shi Tian Yi Liang,110,11
5616676,4.33,Ani Burova,3,1
9819383,4.80,Maria Martinez Jimeno,5,2
166582,3.99,Christopher Morris,538,42
7875308,2.93,Farha Jalila,58,15
1430575,3.14,Jose Luis Correa,105,11
219401,4.00,Richard Woodward,5,2
4932524,3.83,M.S. Corley,544,111
1083565,3.48,Joe Orsak,21,4
5616325,3.25,Kelly  Fitzpatrick,87,11
14551035,4.62,Cleo Kelly,8,6
14730885,4.10,David  Grove,176,9
6617646,3.44,Oran Burke,39,25
7148211,4.75,Ogyen Trinley,4,1
749856,3.85,John J. Stephens,157,15
5451388,4.35,Allison D. Reid,48,21
16041804,3.25,Arin Fong,12,2
15711302,3.00,"Marc Weissbluth, MD",2,2
345196,3.39,John Hardman,74,11
889,3.67,Phaedrus,178,16
442524,4.24,Lawrence Booth,287,24
5450659,3.90,Harrap's Publishing,31,5
7324984,3.58,Nolan Radke,97,7
1052402,2.00,Anne Koark,2,1
5012232,4.56,Nathan Marchand,18,3
5438837,4.26,M.K. McClintock,809,231
1216767,3.47,Kira Henehan,191,56
308423,3.75,Robert Aunger,396,28
185914,3.45,Catherine Deneuve,125,22
651340,3.66,Timothy J. Anderson,96,26
7617636,4.00,P.S. Hope,2,2
138071,4.06,Kerry Max Cook,268,29
6557328,3.77,Vladimira Becic,275,57
321127,4.03,Gregory J.W. Urwin,110,14
9820623,3.79,Chris Stoesen,57,15
9378,3.69,Margaret Shepherd,1115,165
7361024,3.00,jwzf nSr llh,1,2
13909981,3.73,Rooney Buchemi,163,34
358766,3.67,Tony Lambrianou,124,8
13923279,3.53,Melissa  Bailey,166,69
8268937,4.20,Rick Tetzeli,9813,655
15721351,3.62,Slavo Mlady,24,9
15294276,3.74,Gillian Burke,43,18
11620419,3.66,my `Sm,310,96
12995142,3.66,Anna Waterhouse,3664,689
14160541,3.85,Dana Arnim,34,16
7056748,3.71,MaryAnn Kempher,411,108
2063587,4.25,Lucy Kimbell,32,3
3941953,3.69,(null) Cast,16,4
83682,4.01,Dale Spender,310,34
344597,4.00,James Skofield,2326,160
896587,3.71,Anne O'Connell,1498,111
2760292,3.44,Imam Robandi,9,5
783478,3.75,John James Peereboom,12,3
8338618,2.75,Lopita Bhakta,312,43
2919468,3.68,Fiona Wilde,204,87
3271990,3.90,Thomas LaRock,41,7
4956997,3.93,Brendan Mathews,1585,242
26601,4.34,Willy Lindwer,15495,136
8415866,3.89,"Wakefield, Dan",44,9
3070499,3.92,Keoni Teta,447,46
1698814,3.47,Mitsuko Maeda-Nye,15,2
152786,4.08,Tom Porter,114,5
4548662,4.12,RanDee RedWillow,16,4
6341768,4.14,Constantin M. Popa,7,1
2905916,3.44,Fran Cusworth,139,29
3506899,4.10,Ren Adams,29,18
5402971,4.48,VaneCaos,97,27
15801370,4.08,'Hmd  `thmn,145,41
8163107,3.98,Adam  Copeland,1105,71
81750,3.39,Nicole Ball,231,37
250223,3.63,Ernst van Altena,156,14
793210,4.26,Thomas Fall,34,7
1993866,4.20,B. Jensen,5,1
3997922,3.40,Tony Manera,50,23
16389923,4.43,Jesse Lindberg,7,6
8276645,4.18,Joe Friesen,166,29
651471,4.04,Ken Stark,145,31
1127673,3.54,Yoann Guillo,85,6
3147695,3.80,Maria Stewart,10,2
12400530,4.38,Veronique Molenat,8,1
5200250,3.86,Amy Laurens,314,69
3871069,3.86,Seabury Books,36,5
14705647,4.91,Yosbe Design,22,14
13492,3.75,Brian Halweil,128,14
15112750,5.00,Nicole Hackett,1,1
204933,4.06,Sorita D'este,1830,149
15048780,5.00,Carmen Tufariu,1,1
16484703,4.40,Scott Delaney,5,3
1603635,4.42,Eric Friedler,26,3
454459,3.77,Thomas Dring,13,3
24186,4.05,Haddon W. Robinson,2330,108
2732848,3.46,O. Solihin,210,22
584354,3.98,Marta Fabrega,171,45
6028894,4.13,H. Albertus Boli,15,3
174781,3.61,Pauline Fisk,530,70
5566176,4.13,Papercutz,38,4
6457183,3.98,Laura Palese,66,7
6939085,4.06,Danuse Navratilova,67,11
116985,4.05,Joy Davidson,2808,146
370306,3.95,Joachim Jeremias,257,41
1376831,4.55,Victoria Kay Lieffring,40,16
3091854,3.79,Wace,139,11
15064258,3.00,Horance Kephart,3,1
129972,3.85,Marilee G. Adams,1038,130
114260,3.99,John Chapman,252,40
171626,3.66,Doris Pitkin Buck,108,22
6908614,3.86,Lisa Scandrette,181,31
2510599,3.00,"Ilyas, Yohanisoen",4,2
2692080,3.26,Jamaica Layne,157,42
8521742,4.23,Tonya Coffey,64,57
7662424,4.29,John N. Findlay,7,1
3463839,5.00,Edicao Pastoral,2,2
792283,3.76,Cathryn J. Prince,190,70
6428028,3.85,Jennifer  McGowan,3648,483
3516093,3.66,Rumi Sato,180,37
544248,3.00,Don Kimball,6,2
47252,4.49,Don Ferguson,21981,127
5660379,3.87,Rebecca Chastain,2893,446
990474,4.11,John P. Briggs,542,55
5385700,4.45,Shane B. Lillis,74,2
4839311,4.26,Linda Nightingale,85,60
2629896,3.72,Harry Dolan,7938,1415
14159520,5.00,J.P. Roff,1,1
16212317,4.50,Tatiana Ramos,6,6
5552759,4.11,Hardy Kruger,35,7
6557795,4.42,Andrea Saga,330,129
45913,4.16,Howard G. Hendricks,1631,122
6293,4.34,Peter J. Reed,28014,230
14982824,5.00,Sir Jackie Stewart OBE,1,2
4392608,3.42,Iulia Bodnari,53,8
5448385,4.90,Angelle Scott,21,4
13983958,3.70,Gracie X,66,24
8508685,4.03,Gibson Michaels,152,14
16462872,3.83,Christian Martins,130,18
4949072,3.47,Jay Mazza,17,2
15856916,3.88,Nagoya Shiga,8,1
9290669,4.26,Taya Kyle,3266,397
1021931,3.89,J. Jefferson Reid,19,4
12882413,2.86,Jared Hansen,7,1
5823478,4.07,Blue Flute,117,39
13622835,4.00,Grimm's Complete Fairy Tales,5,3
7707548,4.05,Hawthorne Publishers,254,45
6202631,5.00,Rosemary Davey,1,1
1330405,4.02,Bruno Concina,57,3
5850722,3.64,Tonya Pines,163,19
3452501,3.50,Sindee Lynn,199,20
253443,3.56,Robert Wheeler,16,3
908729,3.32,Alfred Bekker,492,30
8187872,4.10,Dzhim Tomps'n,10,2
2907839,3.33,Raul Argemi,80,13
166165,3.71,Jerry Scutts,266,14
6581812,3.72,Zonan Villa,39,11
13901494,3.50,Khultumtaib,14,8
26860,3.88,Shay Youngblood,1250,143
1089552,3.94,Susan Levine,90,10
1254008,3.60,Lisa Flather,85,19
2768010,3.69,Isham bin Muhammad asy-Syarif,13,3
5335068,4.26,Petru Iamandi,125,11
9028343,3.53,Ian Corey,99,12
15285565,3.60,S.J. Epps,5,3
891552,4.27,Art Friedman,462,51
5822380,4.45,Anushree Nande,11,4
240381,3.75,Tammy Powley,255,18
4803187,3.86,Saori Oguri,161,23
484086,4.20,Brian Dorsey,10,4
4520163,3.19,mh Hsn,196,44
217759,3.52,Elisa Albert,5803,1006
2941486,4.06,Stephanie Osborn,670,74
7893547,4.03,Zsu Dever,87,8
5407274,4.34,Michael J.  Maher,1071,126
5046410,4.16,June George,228,22
355694,3.58,Helen Argers,65,10
319993,4.08,Graham Farmelo,3852,241
13574687,3.80,Talya Rubin,10,4
349910,3.66,Albert Jacquard,281,23
520867,3.77,Eve D'Ambra,61,5
13681768,2.55,Daniela de Luna,11,4
16819241,4.00,Helju Rebane,5,4
85761,3.78,Peter J. Heck,8149,304
13496783,3.25,L. Kirk,111,18
3059577,3.77,Michele Barrow-Belisle,665,106
979431,3.75,TIM REDAKSI VITA MIND,4,2
666771,4.08,Paul Petzoldt,26,8
45095,4.11,Chris Widener,1987,223
6456015,3.54,Magnus Flyte,11587,1778
409751,4.08,Elvio E. Gandolfo,3499,271
6996718,3.71,Ladislav Vaclavik,48,16
4372734,3.45,Jenny Hubbard,6310,1190
24383,3.51,Vicki Rozema,118,12
4108672,4.12,Shazzbaa,25,7
5829199,4.00,Andras Hangya,8,1
8392839,4.35,Danielle Fine,51,15
5771064,4.17,Gaelle Guerive,6,7
7280628,3.52,Jackie Uhrmacher,21,9
933045,4.12,Kate McCarthy,112,7
2968866,4.20,Jacob. A. Taylor,5,2
63182,3.91,Laurence Steinberg,725,101
142387,3.89,John Noble Wilford,446,44
6559932,4.73,Danielle Tremblay,51,31
5759417,3.36,Noel Baca Castex,1357,116
16614580,4.16,Amy   Marie,37,12
11211265,4.50,Logan Shearer,4,2
14426744,4.12,Ben Mendelewicz,16,1
131055,4.20,Stan Allen,115,8
6428004,3.59,Daniel Butler,357,50
1931864,3.33,Violet M. Methley,15,4
1396578,4.28,Marie Lecrivain,25,3
520463,3.92,Matthew Hyde,48,22
493562,4.13,Alexander Skidan,31,5
6065750,5.00,Thomas W. Atzberger,1,1
14223164,4.03,Robyn Bennis,452,140
1312870,3.96,John S. Drew,134,9
7536452,4.79,Robin Wiesneth,28,12
292526,3.78,Julie Cochrane,6544,104
4478589,2.50,Yudi Kravzov,6,2
8563285,4.42,pianoforeplay,12,2
3956535,3.60,Thomas Scott Mckenzie,158,29
4960347,3.88,Tiffany Lovering,164,32
696097,3.47,Arthur Martine,45,3
7007715,3.93,Eric O. Scott,15,5
5415305,3.95,Maulana Faris,251,42
144738,3.77,Maude Barlow,709,101
6994217,3.80,`bd lHmyd lHsn,95,22
17034052,4.75,Shar Barratt,4,2
5759680,4.00,mHmdHsyn flHzdh,32,3
79052,3.72,Chip Hughes,2061,228
7088845,4.11,'A'ishah Al-Ba'uniyyah,19,5
3199966,3.47,mHmdrD j`fry,60,5
6047133,3.90,Carol J. Loomis,1275,102
5834172,3.07,ywns bn `mr@,883,281
3384588,3.65,Nonier,1371,209
7223375,4.60,Dan Weidman,5,2
3104896,3.79,D.E. Wittkower,336,42
4891545,3.25,gy'wrg zysln,4,2
5628,4.21,Vinay Kumar,1869,92
414869,3.93,Hal Malchow,119,29
159532,4.65,Donald W. Burdick,161,19
2873264,4.33,A.H. Telfer,3,2
141541,3.87,Edward Marshall,1246,165
3348538,3.96,`lykhbr `lyzdh,102,13
19484,3.22,Antoine van Agtmael,125,17
4144188,3.82,Egor Radov,11,1
491232,3.83,James D. Sexton,60,4
16256412,3.33,Okke Nurtama,9,3
4701873,4.02,Stephen Kellogg,42,6
7350629,4.00,Josh Qualtieri,1,1
15010867,4.00,Hsyn slmny,1,1
452663,3.75,Elizabeth Henderson,142,29
253757,3.91,Jon Kolko,563,70
838043,3.75,Vicente Garcia Groyon,159,22
6919825,4.32,Jennifer Roberts-Hall,1558,203
7008584,3.87,Jacquelyn Dodd,62,3
328067,3.96,Paul Oskar Kristeller,231,22
6525766,4.00,Shana Thornton,28,8
5167426,4.19,Kaie Golson,248,18
2909355,3.91,Lynn Michals,1708,17
14709026,3.67,William H May,3,3
7684007,4.50,Jerry Hammack,2,2
7111686,3.19,Kim  Savage,2303,639
5617459,3.82,Unknown Author 619,22,4
2315775,3.98,Norma E. Cantu,463,34
14556963,4.57,MaryJane Capps,14,9
523657,3.80,Roma Tearne,2140,300
14664915,4.40,Bruce C Hafen,20,6
9814567,4.33,Rafael Peroni,3,3
14755716,4.56,Jennifer Rose McMahon,115,69
626525,4.00,Toshi Yoshida,19,3
5825318,4.50,Adrian A. Gerbrands,2,1
13560002,4.26,Lilith K. Duat,27,26
3515377,3.58,Ginny Glass,525,123
4078288,3.15,Bernie Mcgill,1508,308
3505109,3.42,Artful Doodlers (uk),36,3
13592900,4.37,Amanda Tero,369,269
1255792,4.14,Erica Brown,225,59
3922576,4.03,World-Famous San Diego Zoo Staff,34,5
3997,3.70,Thomas Maier,2588,349
8188102,4.90,Iris De Anda,10,3
2997813,5.00,Shanaya B. Fastje,1,2
2333528,3.35,C.J.S. Hayward,23,4
159814,4.08,Dianne Dumanoski,685,83
7264912,4.22,Nick  Richards,36,22
7153273,4.07,Naina Kamal,15,2
17022706,4.43,Katherine Elizabeth Clark,21,16
507157,3.64,Deanna Favre,475,97
269922,3.95,Sparky Lyle,1246,50
765899,3.42,Darrell Bricker,245,46
14554052,3.96,The Fictitious Five,23,15
14199977,4.00,Helmi Schausberger,9,6
3397180,3.61,Kathleen S.W.,620,121
30594,3.50,Hiram Bingham,717,93
15292432,3.50,Umit Guclu,4,3
363984,3.96,Michel Laclotte,116,14
16015269,5.00,Douglas C McChristian,1,1
16722036,4.27,Dan  Rooney,22,3
1880579,3.78,Lawrence Fisher,23,13
14766729,5.00,Carleen Jamison,3,2
4057936,4.26,Toni Nelson,50,31
5828267,4.50,Daniel Gardina,4,1
121390,4.00,Barbara Cooper,291,33
7091171,3.78,Julianna W. Miner,1707,171
15943462,4.47,B.B. Miller,156,50
1375756,3.36,Flavio Soriga,317,32
2997468,4.10,Annalisa Daughety,1844,321
2754701,3.77,Philippe Cardona,124,20
5263927,3.09,Antoinette,22,9
393936,4.09,Caroline Frances Eleanor Spurgeon,64,9
232685,3.69,Geraldine Heng,26,2
6592270,3.93,Mark Bertolini,57,6
4541835,5.00,Kaname Okitsu,1,1
5729811,4.17,Lauren Woodard,6,1
102613,4.07,Carroll B. Johnson,85,5
7125140,4.12,Tim Jore,8,3
1373391,3.99,Krisztian Grecso,558,40
7095890,3.71,Katarina Kaila,188,14
232912,3.59,Jane Sarnoff,22,5
6121369,3.87,Gene Frazer,23,5
267735,3.75,Suzanne Romaine,248,29
57805,3.51,Peter Spiegelman,4642,707
9831367,4.00,Mike   Scott,1,1
3175921,4.00,Amanda Tieman,16,4
7979880,3.97,Kimberly Forrest,722,65
761234,3.21,Rafeeq Ur Rehman,14,1
1152177,4.20,Ernest Cruikshank,5,1
13142722,3.70,Lonardo Manco,164,30
5725203,3.87,Tomas Havlik,307,34
6420427,3.49,Ben Zhuang rie,249,16
266407,3.73,Grazia Valci,11,3
6768654,2.88,Samantha Kay,60,20
181862,4.00,Allan S. Hoffman,31,1
8197016,4.17,Daniel   Carpenter,23,4
15282346,3.79,Sara Blaedel,39,9
7170071,4.00,Ted Brusaw,2,1
2576350,3.48,S.G. Ganesh,92,8
4309,3.16,Kelly Harte,347,33
15648839,4.22,Kim Schultz,40,8
650298,4.04,vyNkttesh maaddguulkr [Vyankatesh Madgulkar],1414,50
745361,4.80,Larry E. Coleman,10,3
3247197,3.72,Dave Harfield,36,8
12877385,0.0,Perthes,0,1
6557044,3.83,Mikko Sarela,6,2
207507,3.33,Guillermo A. Sherwell,52,7
4051041,4.06,Una Vincenzo Troubridge,33,7
7504981,5.00,Paul F. Yeulett,1,1
16728346,3.20,Cinzia Nazzareno,5,2
193610,3.78,Tricia Suellentrop,108,19
8471576,3.44,Jose Ignacio de Arana,25,6
129669,3.81,Roxanne Klein,176,13
444060,4.07,Tim Biskup,185,16
2919182,3.76,Megan Whitmarsh,67,7
822514,3.83,Larry Allan,12,4
3101940,4.68,Neal Casal,81,11
4658172,3.53,Emily Hainsworth,2635,505
8158024,4.32,Zuzana Venglikova,31,16
5816608,4.35,Ol'ga Pavolga,77,4
1310217,3.37,Peter Kielland,49,5
7815378,4.17,Kendra Leah Fuller,6,3
6704799,3.88,Lindsay Woolman,24,2
2989289,5.00,Sturt Krygsman,1,1
164797,3.18,Brian Vickers,1394,78
84621,4.35,Daniel De Bruycker,49,7
13782115,4.75,Nathanael Myers,4,1
12275517,0.0,Athenagoras Athens,0,1
15347709,4.21,Noa C Walker,271,17
14912132,4.50,ywsf lklWm,2,1
6421635,4.12,Vidas Poskus,8,2
42170,3.90,Vladimir Voinovich,3640,225
2352048,3.63,Ellen Sowchek,730,22
6167075,3.83,Patsy Baudoin,158,27
14419170,4.88,Sureshika Piyasena,16,3
7234894,4.29,Dallas Adams,7,3
5124558,4.09,Svetoslav Nikolov,98,21
6869696,4.13,Roberta Capizzi,194,107
2759306,2.79,Dave Franklin,192,99
7413519,3.66,Stephen G.  Michaud,47,2
683769,4.00,Charles E. Hambrick-Stowe,30,5
5359052,3.68,Jorge E. Rodriguez,155,34
1029364,3.72,Carlos Lopez,283,29
512741,3.55,Kenneth Poolman,58,10
14611583,4.39,John David Bethel,31,24
6558050,4.31,Kristene Perron,189,58
2858595,3.64,Polly Lee,379,145
8266433,4.09,Zak Ebrahim,2346,391
7113547,3.95,Lorenzo Marone,984,226
476376,3.56,Louise de Vilmorin,163,22
4448826,4.36,Douglas A. Jacoby,66,12
9868419,3.00,Yue Guo,1,1
3448670,3.80,Kristina McGowan,276,35
6994379,4.20,Kevin Kwok,303,15
13310,4.11,Jake Eberts,57,3
468040,3.72,Paul VanDevelder,67,17
2158815,3.68,Antonio Ferrara,156,26
196341,3.83,Richard Gill,160,17
533900,3.54,J. Stephen Lansing,113,9
7261006,4.10,Bonnie Doran,31,17
139368,3.85,Leonard Felder,213,40
14930739,4.76,Nadia Drake,17,5
690084,3.93,Tony Britton,692,44
135810,3.78,Jim Becker,100,14
386190,4.03,Rosemary Clark,118,5
1180850,3.90,Jung Mo Sung,21,2
331509,3.98,Carolyn Godschild Miller,46,9
7804786,3.80,Sangeeta Bhadra,168,49
6482149,4.00,B. Doyle Mitchell Jr.,1,1
333883,4.25,Peter Wilkes,12,4
4991155,3.52,Tamara Mellon,705,110
292996,3.87,Kirk Byron Jones,149,26
464290,3.73,Linda Booth Sweeney,318,56
699745,3.59,Valerie Babb,22,4
8511575,3.38,Victor Hussenot,272,76
16408466,4.33,Amy  Lynn,12,6
1644433,3.67,Charlotte Hoffmann,43,5
5297299,3.48,Diego Zuniga,499,63
813838,3.49,Marjorie Quennell,65,12
2110837,3.38,Pete Kennedy,13,5
278725,4.25,Massetti,4,1
4563479,4.07,Tabitha Rayne,547,188
14555464,4.20,Elise King,76,36
14070690,4.29,DeWayne Twitchell,7,2
14827967,3.90,Garitt Rocha,93,10
7093768,2.90,Machie Umematsu,39,2
1219049,4.18,Simon Ponsonby,207,25
3225935,4.21,Tony Fejeran,1346,48
5813310,4.12,Anthony Boutard,25,5
7537319,3.69,Elia Winters,614,178
14694139,4.29,Roman Rops-Tuma,7,1
7629311,3.80,Harold G. Henderson,35,7
7091291,3.68,Cat Byrd,604,59
4078881,3.56,Anne de Gandt,9,5
6959088,3.85,Scott  McClellan,59,20
3242640,4.02,Kayden McLeod,249,47
364734,3.13,Philip Stephens,258,60
1321138,3.42,Chris Idzikowski,77,11
121695,3.85,Susan Hand Shetterly,297,65
7362892,4.40,Christy  Hall,5,1
2817225,3.48,Liuben Karavelov,2015,17
879479,4.51,Dean Lombardo,35,22
48931,3.68,Norman Solomon,274,32
1262330,3.73,Andrew Lawrence Henderson,26,4
7086937,3.50,Julianne  MacLean,28,6
14369211,3.90,Jill Jaynes,20,14
6820070,4.06,Lizzie Lane,658,64
9830603,3.88,Peter  Richardson,210,43
682700,4.54,Anthony Fields,352,41
4116567,3.70,Robert J. Duperre,3272,355
8472228,4.88,Farsheed Kheirabadi,34,4
11883099,4.20,Aimie K. Runyan,313,164
16008466,3.94,Radu Haulica,32,5
1599547,3.62,Lucy Fallon,21,2
14068515,3.17,Ashley Henley,75,14
1243595,3.87,Nick Twemlow,950,107
8435531,4.25,Gianni Nebbiosi,4,1
5543984,3.16,Tomoka Shibasaki,123,38
1089205,3.67,Eberhard Konig,30,1
103861,3.79,William Aspray,183,27
6554147,3.63,Roberta Gillis,224,42
16309211,4.74,Lona Manning,27,18
15712856,3.33,Wendy Halperin,3,1
8277539,4.50,Lorayne Evangelyn Ham,2,1
575666,4.28,Julia Taft Bayne,32,10
3118157,4.03,Joseph Holt Ingraham,59,9
96962,3.58,Sharon Newman,188,22
7016651,3.76,Mark Alder,568,105
106519,3.98,Bruce Pearson,293,17
3053694,4.05,David Raffin,193,48
8394922,4.19,Rita Chuva,37,8
16252239,3.60,Martha Palau,5,2
706466,3.32,Nigel Atherton,22,6
3892584,0.0,Bruno Papirmeister,0,1
9762006,3.94,Avery Reed,197,35
2943580,4.17,David Wingfield,6,4
7015212,4.50,Bonya Ahmed,80,9
5120829,4.09,Fatin Nabila,937,53
446104,4.10,Sam Cook,135,17
1036498,3.14,Claire Corbett,36,10
4343231,3.79,Erik Moore,114,24
14187225,3.72,Tom  Wilson,226,31
13933875,4.50,Utpal Chaudhuri,2,2
3458081,3.86,Soner Yalcin,2868,103
2900,4.07,Hans Blumenberg,266,13
5818090,4.57,Solomon Woytowich,21,6
841423,3.90,Denis Bodart,420,56
3932808,3.92,James T. Araki,101,10
9873639,3.95,Clara Madrigano,61,16
741297,4.12,Katie Kelly,97,16
16354792,0.0,Angelo Illuminati,0,1
182951,3.96,Hildred Geertz,76,9
16328372,4.25,John S Lawson,4,4
4842691,3.63,Biancamaria Bruno,1102,148
1016360,3.09,Kristen Skedgell,11,3
221521,4.35,Andreas Fischer,137,11
8159777,3.67,William Presley,6,2
1587915,3.86,Nicholas deB. Katzenbach,44,9
4146826,3.51,Judit Neurink,63,5
3523746,4.17,Marguerite Bryan,29,4
7274001,3.37,Bridgette Sanders,38,5
1314757,3.89,Nancy Tupper Ling,288,99
7903220,4.20,Bidayatul H.,107,41
7048846,4.27,Gunn Birgirsdottir,11,2
15192607,3.50,Hannah J. Tidy,283,12
10906752,3.15,Meter,13,3
6043473,3.00,Lois D. Carlson,1,1
427527,3.92,Rick Luttmann,240,38
8364636,3.70,xXCrashingXx,60,1
11176823,4.67,Seth Styles,3,2
535426,4.18,Mark Antonacci,33,7
1264531,3.83,Kano Miyamoto,1652,104
2933138,2.75,Malgorzata Budzynska,556,2
16885069,3.71,John Ripin Miller,1150,118
571473,4.12,Pierre-Jean de Beranger,17,2
16480152,3.60,Lori Depp,5,2
14824927,3.70,Laura Vesanto,33,11
14214454,4.13,Andrea M. Alexander,15,10
307194,3.96,Astrid Waskowiak,27,3
7030884,2.80,Odessa Lasch,75,8
6936161,3.87,Igor Kutuzov,77,18
374864,3.51,Sarah Challis,1261,190
1234234,3.93,Ravi Jain,193,17
94777,3.71,Barbara Obermeier,407,19
7566621,3.62,Maria Ch Michaela,8,6
577344,4.01,Christa Kruger,883,38
16997523,4.30,3052 Alan Trustman,10,8
7923310,4.40,Marla Bernard,10,3
997239,3.32,Joelle Reeder,50,12
40704,3.97,Ben Forta,1071,68
7255742,3.69,Erin Emerson,68,21
146480,3.88,Charlene Spretnak,521,56
61541,3.86,Foster Hirsch,438,49
4864929,4.40,Jack Holroyd,5,2
8036474,3.80,Angel Bales,122,43
606711,4.18,Christopher Willard,171,27
14955504,4.03,Aria Dove,188,43
4091591,3.49,Lili Diallo,39,2
3901679,3.87,Kay Carter,162,12
817343,3.90,Mary Beth Temple,288,58
749984,4.25,Joel Bellassen,4,1
273696,3.95,Robert J. Hemming,132,25
